,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,Predicted Status
1472,72514,Procurement,region_16,Master's & above,m,other,2,34,3.0,2,0,0,68,0
1473,40640,Procurement,region_27,Master's & above,m,sourcing,1,42,4.0,4,1,0,76,0
1474,68285,Finance,region_2,Master's & above,f,other,1,50,3.0,4,0,0,56,0
1475,37528,Sales & Marketing,region_1,,m,sourcing,1,29,2.0,5,0,0,47,0
1476,25862,HR,region_2,Master's & above,f,sourcing,1,42,5.0,5,0,0,50,0
1477,22322,Operations,region_27,Bachelor's,m,other,1,47,3.0,18,0,0,59,0
1478,21841,Procurement,region_21,Bachelor's,m,sourcing,1,29,3.0,4,1,0,70,0
1479,60125,Operations,region_2,Bachelor's,f,other,1,31,3.0,3,1,0,59,1
1480,40861,Operations,region_34,Bachelor's,m,sourcing,1,40,3.0,5,0,0,56,0
1481,16371,Operations,region_22,Bachelor's,m,sourcing,1,34,5.0,9,0,0,81,0
1482,71796,Finance,region_15,Bachelor's,m,other,1,31,3.0,4,0,0,57,0
1483,67823,Operations,region_22,Bachelor's,f,sourcing,1,44,5.0,3,1,0,58,0
1484,69196,Procurement,region_7,Bachelor's,f,sourcing,1,33,3.0,6,0,0,67,0
1485,55338,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,29,3.0,2,0,0,51,0
1486,14136,Operations,region_4,Master's & above,f,sourcing,1,33,5.0,6,1,1,93,0
1487,5079,Operations,region_22,Bachelor's,f,other,1,33,5.0,9,1,0,57,0
1488,9657,Operations,region_2,Bachelor's,f,sourcing,1,59,3.0,12,0,0,60,0
1489,72357,Operations,region_2,Master's & above,m,other,1,40,4.0,7,1,0,58,0
1490,15789,Technology,region_7,Bachelor's,m,sourcing,2,32,4.0,5,0,0,78,0
1491,7125,Sales & Marketing,region_7,Bachelor's,m,other,1,28,5.0,4,0,1,63,0
1492,33738,Operations,region_2,Bachelor's,m,sourcing,1,48,3.0,7,1,0,62,0
1493,4294,Operations,region_19,Bachelor's,m,other,1,32,4.0,7,1,0,54,0
1494,63966,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,30,4.0,7,0,0,51,1
1495,40762,Operations,region_21,Bachelor's,m,other,1,33,4.0,9,0,0,60,1
1496,68375,Finance,region_22,Bachelor's,f,sourcing,1,28,3.0,3,0,0,57,0
1497,11846,Sales & Marketing,region_16,Master's & above,m,sourcing,1,37,4.0,4,0,0,54,1
1498,38731,Sales & Marketing,region_2,Bachelor's,m,other,1,32,4.0,4,1,0,51,0
1499,16068,Sales & Marketing,region_2,Bachelor's,f,other,1,31,1.0,3,1,0,48,0
1500,70850,Sales & Marketing,region_2,Bachelor's,m,other,2,40,4.0,10,1,0,52,1
1501,61573,Analytics,region_26,Bachelor's,m,other,2,30,3.0,9,0,0,85,1
1502,38907,Sales & Marketing,region_32,Bachelor's,f,other,1,32,5.0,5,1,0,49,1
1503,23461,Finance,region_27,Bachelor's,m,sourcing,3,23,,1,0,0,59,0
1504,44489,Sales & Marketing,region_9,,m,other,1,23,,1,0,0,56,0
1505,19827,Procurement,region_27,Master's & above,f,sourcing,1,34,4.0,7,0,0,74,0
1506,76668,Procurement,region_11,Master's & above,m,sourcing,1,50,3.0,18,0,0,71,0
1507,45085,Analytics,region_7,Bachelor's,m,sourcing,1,29,3.0,2,0,0,84,0
1508,60654,Sales & Marketing,region_6,,m,other,1,30,5.0,5,1,0,47,0
1509,48910,Sales & Marketing,region_16,Bachelor's,m,sourcing,2,32,1.0,3,0,0,53,0
1510,72082,Operations,region_27,Bachelor's,f,other,1,34,3.0,3,1,0,64,0
1511,22200,Finance,region_13,Bachelor's,m,other,2,29,3.0,2,0,0,59,1
1512,43893,Procurement,region_16,Bachelor's,f,sourcing,1,26,3.0,3,0,0,72,0
1513,77137,Operations,region_15,Bachelor's,f,other,1,32,3.0,7,1,0,60,0
1514,34431,Sales & Marketing,region_2,,m,other,1,22,,1,0,0,51,0
1515,34085,Technology,region_2,Master's & above,f,sourcing,1,32,1.0,5,0,0,78,0
1516,28120,Procurement,region_27,Bachelor's,m,other,1,43,5.0,4,0,1,81,0
1517,49022,Analytics,region_22,Master's & above,m,other,2,41,3.0,2,1,1,84,0
1518,34069,HR,region_2,Bachelor's,m,sourcing,1,27,1.0,2,0,0,48,0
1519,62775,R&D,region_2,Bachelor's,m,other,1,27,5.0,2,0,0,79,0
1520,35063,Technology,region_7,Bachelor's,f,other,1,29,1.0,5,0,0,79,0
1521,24136,Technology,region_2,Bachelor's,m,sourcing,1,60,2.0,5,0,0,81,0
1522,64242,Sales & Marketing,region_5,Bachelor's,m,other,2,28,3.0,5,0,0,51,0
1523,59751,Operations,region_22,Bachelor's,f,sourcing,1,26,1.0,3,0,0,55,0
1524,44178,Technology,region_13,Bachelor's,f,sourcing,1,29,3.0,7,0,0,75,0
1525,73870,Sales & Marketing,region_7,Bachelor's,m,other,1,24,4.0,2,0,0,50,0
1526,1547,R&D,region_22,Master's & above,m,sourcing,1,28,,1,0,0,85,0
1527,36237,Procurement,region_26,Bachelor's,f,other,2,49,5.0,22,1,0,71,0
1528,15215,HR,region_2,Bachelor's,f,sourcing,1,37,5.0,9,0,0,60,1
1529,12811,Sales & Marketing,region_15,,m,other,1,32,1.0,2,0,0,47,0
1530,70413,Technology,region_6,Bachelor's,m,other,1,24,,1,0,0,79,0
1531,66122,Analytics,region_2,Bachelor's,m,sourcing,1,28,,1,0,0,81,0
1532,54334,Procurement,region_2,Master's & above,m,sourcing,1,45,5.0,3,1,0,74,1
1533,700,Analytics,region_22,,m,other,1,33,3.0,10,1,0,87,0
1534,76355,Procurement,region_7,Master's & above,f,other,2,35,3.0,9,1,0,67,1
1535,32555,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,29,1.0,2,0,0,45,0
1536,48784,Sales & Marketing,region_2,,f,other,1,22,5.0,1,0,0,45,0
1537,26197,HR,region_25,Master's & above,m,sourcing,1,49,4.0,8,0,0,51,0
1538,15262,Sales & Marketing,region_25,Bachelor's,m,other,2,29,5.0,5,1,0,52,0
1539,10514,Analytics,region_30,Bachelor's,m,other,2,30,2.0,3,1,0,81,0
1540,11521,Sales & Marketing,region_2,Bachelor's,m,other,3,31,3.0,5,0,0,45,0
1541,5494,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5.0,10,0,0,58,0
1542,32115,Sales & Marketing,region_2,Bachelor's,m,other,2,27,5.0,3,1,0,50,0
1543,31670,Operations,region_15,,m,other,1,38,3.0,2,0,0,62,0
1544,31910,Procurement,region_13,Bachelor's,f,sourcing,1,33,2.0,4,0,0,75,1
1545,72748,Technology,region_16,Bachelor's,f,other,1,27,4.0,4,0,0,81,1
1546,3208,Finance,region_27,Bachelor's,m,sourcing,1,24,3.0,3,0,0,66,0
1547,47019,Procurement,region_13,Master's & above,f,other,1,32,3.0,5,1,0,67,0
1548,21007,Operations,region_7,Master's & above,f,sourcing,1,35,3.0,7,0,0,59,0
1549,52527,Operations,region_19,Master's & above,m,sourcing,1,34,3.0,9,0,0,60,0
1550,60950,Analytics,region_26,Bachelor's,f,other,1,30,4.0,6,1,0,84,0
1551,6675,Sales & Marketing,region_15,Bachelor's,m,other,1,45,3.0,14,0,0,51,0
1552,38284,Sales & Marketing,region_32,,f,sourcing,1,29,3.0,5,0,0,52,0
1553,66600,Technology,region_13,Bachelor's,f,other,1,34,3.0,2,0,0,72,0
1554,52520,Sales & Marketing,region_2,Bachelor's,m,other,1,27,1.0,3,0,0,45,0
1555,34181,Sales & Marketing,region_13,Bachelor's,m,other,1,30,,1,0,0,49,0
1556,49610,Technology,region_2,Bachelor's,m,other,1,28,1.0,4,0,0,76,0
1557,22663,Operations,region_22,Bachelor's,m,other,1,34,3.0,7,0,0,59,0
1558,12732,Technology,region_2,Bachelor's,f,sourcing,1,29,,1,1,0,80,1
1559,25755,Technology,region_34,Bachelor's,m,other,1,30,4.0,4,1,0,81,1
1560,61611,Sales & Marketing,region_17,Bachelor's,m,sourcing,2,37,3.0,7,0,0,49,0
1561,2420,Procurement,region_15,Bachelor's,f,sourcing,1,36,3.0,2,0,0,69,0
1562,75643,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,32,1.0,3,0,0,50,0
1563,32020,Sales & Marketing,region_4,Master's & above,f,sourcing,1,32,3.0,6,0,0,49,0
1564,77186,Sales & Marketing,region_7,Bachelor's,m,other,1,30,5.0,7,1,0,49,0
1565,9064,Sales & Marketing,region_7,,m,other,1,36,3.0,5,0,0,51,1
1566,40441,Analytics,region_20,Bachelor's,m,sourcing,2,30,4.0,3,0,0,80,0
1567,32573,Operations,region_2,Master's & above,f,other,1,36,5.0,8,1,0,62,0
1568,30192,Finance,region_7,Master's & above,m,sourcing,2,33,3.0,2,1,0,94,0
1569,54211,Procurement,region_2,Bachelor's,f,other,1,41,3.0,13,0,0,71,0
1570,61905,Analytics,region_31,Bachelor's,f,sourcing,1,30,3.0,6,0,0,87,0
1571,66795,Technology,region_17,Master's & above,f,sourcing,1,41,1.0,14,0,0,80,0
1572,42697,Operations,region_8,Bachelor's,f,sourcing,1,33,3.0,10,0,0,65,0
1573,8650,Procurement,region_22,Bachelor's,m,referred,2,27,5.0,3,1,0,71,0
1574,14583,Analytics,region_22,Bachelor's,m,other,2,30,2.0,7,1,0,96,0
1575,969,Procurement,region_2,Master's & above,m,other,1,50,5.0,7,0,1,98,0
1576,11626,Analytics,region_22,,m,sourcing,1,27,,1,1,1,88,0
1577,24135,Finance,region_32,Bachelor's,m,other,1,29,1.0,2,0,0,61,1
1578,12218,Technology,region_13,Master's & above,f,other,1,59,3.0,4,0,0,79,0
1579,41449,Procurement,region_26,Bachelor's,f,sourcing,1,24,,1,0,0,74,0
1580,9361,Operations,region_20,Bachelor's,m,sourcing,1,31,2.0,3,0,0,56,0
1581,66825,Procurement,region_2,Master's & above,m,sourcing,1,42,4.0,4,0,0,69,0
1582,72830,HR,region_22,Bachelor's,m,other,1,27,1.0,3,0,0,52,0
1583,28405,Operations,region_11,Bachelor's,f,sourcing,1,35,5.0,2,0,0,57,1
1584,54162,Operations,region_32,Bachelor's,m,other,1,27,4.0,4,0,0,61,0
1585,55153,Analytics,region_2,Master's & above,m,sourcing,1,52,4.0,11,0,0,82,1
1586,5824,Procurement,region_31,Master's & above,m,sourcing,1,39,3.0,10,0,0,68,0
1587,56576,Technology,region_7,Bachelor's,m,sourcing,1,28,1.0,2,0,0,80,0
1588,63398,Operations,region_2,Master's & above,f,sourcing,1,51,4.0,19,0,0,60,0
1589,65058,Procurement,region_26,Master's & above,m,sourcing,1,34,5.0,10,1,0,69,0
1590,73693,Technology,region_28,Master's & above,f,sourcing,1,36,3.0,5,0,0,82,0
1591,47452,Technology,region_24,Bachelor's,f,sourcing,1,28,3.0,3,1,0,78,1
1592,9158,Procurement,region_2,Bachelor's,m,other,1,49,3.0,16,1,0,69,1
1593,52691,Procurement,region_2,Below Secondary,f,sourcing,1,26,,1,0,0,68,0
1594,5939,Operations,region_15,Bachelor's,m,other,1,46,2.0,8,0,0,62,0
1595,40141,Finance,region_31,Bachelor's,m,other,2,34,5.0,8,0,0,64,1
1596,59345,Technology,region_25,Master's & above,m,other,1,34,3.0,3,0,0,76,0
1597,39830,Finance,region_15,Bachelor's,m,other,3,29,,1,0,0,60,0
1598,67886,Operations,region_27,Bachelor's,f,other,1,42,5.0,5,1,0,63,0
1599,50912,Operations,region_14,Bachelor's,m,other,1,30,3.0,8,0,0,54,0
1600,17838,Technology,region_22,Bachelor's,f,sourcing,1,28,4.0,4,0,0,79,0
1601,5537,Technology,region_2,Bachelor's,m,sourcing,1,29,4.0,2,0,0,75,0
1602,46588,Analytics,region_30,Bachelor's,m,other,1,28,1.0,7,0,0,82,0
1603,72938,Operations,region_2,Bachelor's,m,other,1,59,2.0,6,0,0,60,0
1604,68462,Operations,region_22,Master's & above,m,other,1,49,5.0,15,1,0,57,0
1605,4667,Operations,region_26,Master's & above,m,other,1,35,3.0,7,0,0,57,0
1606,29295,Technology,region_28,Master's & above,m,sourcing,1,31,5.0,3,1,0,80,0
1607,29525,HR,region_2,Below Secondary,m,other,1,26,4.0,4,1,0,48,1
1608,66345,Operations,region_4,Master's & above,m,other,1,33,4.0,3,0,1,69,0
1609,53340,Finance,region_30,Bachelor's,f,sourcing,1,27,,1,0,0,61,0
1610,36208,Sales & Marketing,region_23,Master's & above,m,other,1,45,1.0,18,0,0,47,0
1611,8871,Procurement,region_2,Master's & above,f,other,1,41,4.0,10,1,0,69,0
1612,5758,HR,region_2,Master's & above,f,other,1,34,4.0,3,1,0,52,0
1613,18220,Operations,region_26,Bachelor's,m,other,1,41,5.0,10,1,0,61,0
1614,11726,Procurement,region_13,Bachelor's,m,other,1,30,3.0,4,0,0,74,0
1615,68278,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,27,,1,0,0,51,0
1616,1708,Operations,region_3,Bachelor's,m,other,1,27,3.0,3,0,0,62,0
1617,45684,Sales & Marketing,region_22,Bachelor's,m,other,2,41,3.0,2,0,0,49,0
1618,6229,Analytics,region_29,Bachelor's,m,sourcing,1,30,3.0,6,0,0,82,1
1619,61959,Technology,region_2,Bachelor's,m,other,1,28,4.0,6,1,0,84,0
1620,32263,Operations,region_26,Bachelor's,f,sourcing,1,36,4.0,8,0,0,62,0
1621,69510,Operations,region_22,Master's & above,f,sourcing,1,39,5.0,5,0,0,61,0
1622,24506,Procurement,region_13,Bachelor's,f,sourcing,1,37,3.0,3,1,0,68,0
1623,68120,Operations,region_26,Master's & above,m,sourcing,1,44,2.0,7,1,0,58,0
1624,70993,Finance,region_4,Master's & above,f,sourcing,2,33,3.0,9,0,0,58,1
1625,41138,Procurement,region_17,Master's & above,f,other,2,39,3.0,3,0,0,67,1
1626,36104,Operations,region_9,Bachelor's,m,sourcing,1,27,3.0,4,1,0,61,0
1627,44482,Sales & Marketing,region_19,Bachelor's,m,other,1,25,,1,0,0,49,0
1628,60366,Sales & Marketing,region_14,Bachelor's,f,other,1,37,5.0,3,0,0,52,0
1629,46589,Sales & Marketing,region_13,Bachelor's,m,other,1,38,2.0,10,0,0,49,0
1630,61063,Operations,region_13,Master's & above,m,other,1,32,4.0,3,0,0,62,0
1631,54231,HR,region_2,Master's & above,f,sourcing,1,60,5.0,10,1,0,50,0
1632,35241,Finance,region_6,Bachelor's,f,other,1,25,5.0,2,1,0,62,0
1633,19261,Analytics,region_2,Bachelor's,m,sourcing,4,34,3.0,8,0,0,81,0
1634,23566,Sales & Marketing,region_13,Bachelor's,f,other,1,29,1.0,2,1,0,51,0
1635,47149,Procurement,region_26,Bachelor's,m,other,1,43,3.0,3,0,0,67,0
1636,56245,Technology,region_17,Bachelor's,m,other,1,32,3.0,4,0,0,80,1
1637,45501,Operations,region_16,Bachelor's,m,sourcing,1,50,4.0,11,0,0,56,0
1638,71547,Operations,region_15,Bachelor's,m,other,1,29,3.0,4,0,0,58,1
1639,43503,Analytics,region_29,Bachelor's,m,sourcing,1,28,5.0,5,1,0,85,0
1640,37815,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,27,,1,0,0,52,0
1641,56107,Procurement,region_2,Bachelor's,f,sourcing,1,57,1.0,2,0,0,66,0
1642,50724,Procurement,region_14,Master's & above,f,other,1,35,3.0,7,1,0,70,0
1643,40530,Sales & Marketing,region_12,Bachelor's,m,other,1,25,3.0,2,0,0,47,1
1644,70025,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,1.0,12,0,0,49,0
1645,48967,Operations,region_14,Master's & above,f,sourcing,1,34,4.0,6,0,0,57,0
1646,78223,R&D,region_4,Master's & above,m,other,1,34,5.0,3,0,0,87,0
1647,51779,Operations,region_26,Bachelor's,f,other,1,33,4.0,4,1,0,58,0
1648,42992,Technology,region_22,Bachelor's,f,other,1,27,3.0,3,0,0,79,0
1649,58716,Sales & Marketing,region_6,,m,other,1,30,,1,0,0,48,0
1650,60558,R&D,region_11,Bachelor's,m,sourcing,1,31,5.0,4,1,0,87,0
1651,59514,Sales & Marketing,region_22,Master's & above,m,sourcing,1,31,3.0,6,0,0,46,0
1652,62347,HR,region_5,Master's & above,m,other,1,37,5.0,4,0,1,64,0
1653,24984,Technology,region_2,Master's & above,f,sourcing,1,53,4.0,12,0,0,76,0
1654,14175,Operations,region_22,Master's & above,m,other,1,44,3.0,11,0,0,64,0
1655,14551,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,39,4.0,7,0,0,50,0
1656,19420,Operations,region_15,Bachelor's,m,other,1,38,1.0,9,1,0,59,0
1657,44200,Operations,region_4,Bachelor's,m,other,1,52,5.0,4,1,0,60,1
1658,69465,Analytics,region_28,Bachelor's,m,other,2,31,3.0,5,1,0,78,0
1659,61520,Sales & Marketing,region_2,Master's & above,m,referred,1,38,4.0,9,1,0,53,0
1660,36600,Analytics,region_15,Bachelor's,m,sourcing,2,35,3.0,9,0,0,83,1
1661,63633,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,31,2.0,5,1,0,50,0
1662,56668,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,4.0,5,0,0,49,1
1663,68781,Finance,region_2,Bachelor's,m,other,1,51,5.0,13,0,0,59,0
1664,54479,HR,region_22,Bachelor's,m,other,1,25,1.0,3,0,0,49,1
1665,22015,Technology,region_17,Bachelor's,f,sourcing,1,29,3.0,2,0,0,76,0
1666,11993,Analytics,region_22,Master's & above,f,other,1,30,5.0,4,0,0,81,0
1667,18039,Analytics,region_22,Bachelor's,m,other,1,33,1.0,7,0,0,84,0
1668,59306,HR,region_10,Bachelor's,m,sourcing,1,30,4.0,5,1,0,50,0
1669,49282,Sales & Marketing,region_5,Bachelor's,m,other,2,44,1.0,5,0,0,48,0
1670,60907,Analytics,region_31,Bachelor's,m,sourcing,2,29,5.0,5,1,0,83,0
1671,52958,Operations,region_7,Bachelor's,f,sourcing,1,29,4.0,3,0,0,58,0
1672,50699,Operations,region_6,Bachelor's,m,other,3,31,5.0,5,1,0,59,0
1673,10712,Legal,region_13,Below Secondary,m,other,1,26,,1,1,0,55,0
1674,35092,Operations,region_15,Bachelor's,m,other,3,32,5.0,9,1,0,52,1
1675,24715,R&D,region_2,Bachelor's,m,sourcing,1,37,5.0,8,0,0,81,0
1676,43015,Operations,region_15,Bachelor's,m,other,1,31,3.0,3,0,0,60,1
1677,18992,Sales & Marketing,region_13,Master's & above,m,sourcing,1,41,3.0,13,0,0,53,0
1678,6482,HR,region_27,Bachelor's,m,sourcing,1,25,5.0,2,1,0,47,0
1679,53054,Technology,region_7,Bachelor's,m,sourcing,2,32,2.0,5,0,0,75,0
1680,7682,Operations,region_22,Bachelor's,m,other,1,27,4.0,3,1,0,56,0
1681,1346,Analytics,region_2,,m,other,1,43,3.0,13,0,0,85,0
1682,74602,Sales & Marketing,region_13,Master's & above,m,other,1,38,5.0,14,0,0,50,0
1683,65363,Analytics,region_8,Bachelor's,m,other,1,26,,1,0,0,92,0
1684,72440,Technology,region_10,Master's & above,m,sourcing,1,46,4.0,14,1,0,80,0
1685,67145,Procurement,region_2,Bachelor's,m,other,2,28,4.0,2,0,0,69,1
1686,59604,Procurement,region_13,Bachelor's,m,other,2,32,3.0,6,0,0,69,0
1687,31179,Procurement,region_7,Bachelor's,f,other,2,53,3.0,20,0,0,72,0
1688,35779,Procurement,region_14,Bachelor's,f,sourcing,1,34,4.0,9,0,0,69,1
1689,48822,Procurement,region_17,Master's & above,f,other,1,35,4.0,3,1,1,69,0
1690,61003,Sales & Marketing,region_7,Master's & above,m,other,1,41,2.0,6,0,0,46,0
1691,16738,Legal,region_2,Bachelor's,m,other,1,45,3.0,12,1,0,56,0
1692,21584,Technology,region_2,Bachelor's,m,other,1,39,1.0,3,0,0,76,0
1693,42615,Operations,region_22,Master's & above,f,other,1,30,4.0,5,1,0,64,1
1694,15047,Operations,region_15,Bachelor's,f,other,1,34,5.0,9,1,0,61,0
1695,71446,Operations,region_16,,f,other,1,31,5.0,7,1,0,64,0
1696,71287,Sales & Marketing,region_2,Bachelor's,m,other,1,47,4.0,7,1,1,51,0
1697,71278,Procurement,region_14,Bachelor's,f,other,1,32,5.0,4,1,0,67,0
1698,41183,Technology,region_5,Bachelor's,f,other,1,38,5.0,5,1,0,79,0
1699,20301,Technology,region_2,Master's & above,f,other,1,41,3.0,10,0,0,75,1
1700,50028,Procurement,region_8,Bachelor's,f,other,1,31,4.0,4,0,0,70,1
1701,34725,Operations,region_23,,m,sourcing,1,29,3.0,7,0,0,55,0
1702,24165,Analytics,region_32,Bachelor's,m,sourcing,1,27,,1,0,0,90,1
1703,28307,Analytics,region_24,Bachelor's,m,sourcing,2,29,4.0,2,0,0,84,1
1704,63784,Procurement,region_2,Master's & above,m,other,2,43,1.0,15,0,0,72,0
1705,30018,Finance,region_7,Bachelor's,m,sourcing,1,31,3.0,3,0,0,58,0
1706,36094,Sales & Marketing,region_28,Master's & above,m,other,2,32,1.0,2,0,0,46,0
1707,19047,Operations,region_26,Bachelor's,m,other,1,32,4.0,2,0,0,60,1
1708,75718,Sales & Marketing,region_13,Master's & above,m,sourcing,1,31,2.0,7,1,0,50,0
1709,33507,Procurement,region_2,Bachelor's,m,other,1,50,4.0,5,0,0,72,1
1710,17560,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,30,4.0,5,0,0,51,0
1711,42952,Technology,region_24,Bachelor's,m,sourcing,1,33,3.0,10,0,0,84,0
1712,44292,HR,region_27,Bachelor's,f,other,1,30,3.0,5,0,0,52,0
1713,76569,Analytics,region_22,,m,sourcing,1,24,5.0,3,1,0,85,0
1714,27642,Procurement,region_19,Bachelor's,m,other,1,38,2.0,10,0,0,69,0
1715,14022,Analytics,region_4,Master's & above,m,sourcing,1,44,3.0,7,0,0,83,0
1716,17366,Procurement,region_2,Master's & above,m,other,1,55,2.0,4,0,0,65,1
1717,3533,R&D,region_13,Bachelor's,m,other,1,30,5.0,5,1,0,83,1
1718,58841,Sales & Marketing,region_19,Bachelor's,m,other,2,32,3.0,5,1,0,52,0
1719,54629,Technology,region_2,Master's & above,m,other,4,59,4.0,18,0,0,79,0
1720,54508,Technology,region_26,Bachelor's,f,other,1,26,1.0,4,0,0,82,1
1721,20730,Operations,region_19,Bachelor's,f,sourcing,1,43,5.0,12,0,0,60,0
1722,35209,Analytics,region_28,Master's & above,m,sourcing,2,37,5.0,2,1,0,81,0
1723,72868,Sales & Marketing,region_25,Bachelor's,m,other,1,39,1.0,4,0,0,50,0
1724,70404,HR,region_17,Bachelor's,f,sourcing,1,34,5.0,9,1,0,48,0
1725,47336,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,45,3.0,14,0,0,46,0
1726,4554,Technology,region_16,Bachelor's,m,sourcing,2,39,5.0,8,0,0,77,0
1727,29791,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,36,1.0,2,0,0,48,0
1728,10374,Technology,region_7,Bachelor's,m,sourcing,1,55,3.0,28,0,0,83,0
1729,21717,Sales & Marketing,region_1,Bachelor's,m,other,2,30,4.0,5,0,0,49,0
1730,54159,Sales & Marketing,region_9,,m,sourcing,1,29,3.0,4,0,0,48,0
1731,14937,Procurement,region_2,Bachelor's,m,sourcing,1,55,2.0,5,0,0,86,1
1732,46924,Procurement,region_7,Master's & above,m,sourcing,2,39,2.0,11,0,0,73,0
1733,12814,Operations,region_15,Master's & above,m,referred,2,34,5.0,7,1,0,57,0
1734,19070,Legal,region_23,Bachelor's,m,sourcing,1,32,3.0,2,0,0,58,0
1735,9979,Technology,region_2,Bachelor's,m,other,2,54,3.0,27,0,0,78,0
1736,61328,Sales & Marketing,region_2,Master's & above,m,other,1,36,3.0,7,0,0,48,0
1737,63402,Analytics,region_2,Bachelor's,m,sourcing,1,39,3.0,4,0,0,88,0
1738,10009,Sales & Marketing,region_2,,m,sourcing,2,21,,1,0,0,52,1
1739,60308,Procurement,region_17,Bachelor's,f,other,1,36,2.0,10,0,0,67,0
1740,24175,Technology,region_7,Master's & above,m,other,1,52,4.0,3,1,0,81,0
1741,62135,Sales & Marketing,region_32,,m,sourcing,1,29,2.0,4,0,0,44,0
1742,14496,Analytics,region_29,Bachelor's,m,other,1,26,4.0,4,1,1,87,0
1743,48543,Operations,region_7,Bachelor's,m,other,1,26,3.0,2,1,0,60,0
1744,34591,Analytics,region_2,Master's & above,m,sourcing,2,45,5.0,3,1,0,85,1
1745,63844,Procurement,region_15,Bachelor's,m,sourcing,1,26,,1,0,0,75,0
1746,64525,Sales & Marketing,region_23,,m,sourcing,1,33,1.0,7,0,0,49,1
1747,51362,Analytics,region_7,Master's & above,m,other,3,44,3.0,10,0,0,86,0
1748,41758,Sales & Marketing,region_13,,m,sourcing,1,31,1.0,6,0,0,49,0
1749,43876,Procurement,region_5,Master's & above,m,sourcing,1,35,3.0,6,0,0,70,0
1750,41869,HR,region_31,Master's & above,m,sourcing,1,39,3.0,3,0,0,53,1
1751,19321,Sales & Marketing,region_2,Bachelor's,m,referred,1,30,3.0,5,1,0,50,1
1752,23209,Finance,region_30,Bachelor's,f,other,1,26,,1,1,0,56,0
1753,74618,Technology,region_7,Bachelor's,m,sourcing,1,38,2.0,9,0,0,81,0
1754,76823,Operations,region_7,Bachelor's,m,sourcing,1,30,5.0,5,1,0,62,0
1755,18507,Sales & Marketing,region_27,Bachelor's,f,other,1,30,3.0,5,0,0,47,1
1756,64489,Procurement,region_13,Bachelor's,f,other,1,32,4.0,3,1,0,72,0
1757,36605,Technology,region_26,Master's & above,f,other,1,32,4.0,9,0,0,83,0
1758,60156,Analytics,region_25,Master's & above,m,sourcing,1,38,4.0,5,0,0,84,1
1759,17772,Technology,region_2,Bachelor's,m,referred,2,29,4.0,5,0,0,79,0
1760,21804,Analytics,region_2,Bachelor's,m,sourcing,2,32,4.0,6,1,0,85,0
1761,70511,Sales & Marketing,region_7,Master's & above,m,sourcing,1,33,2.0,6,0,0,50,0
1762,57126,Procurement,region_8,Bachelor's,m,other,1,32,3.0,6,1,0,69,0
1763,24903,Operations,region_2,Master's & above,m,other,1,60,1.0,16,0,0,60,1
1764,9181,Finance,region_31,Bachelor's,f,other,2,31,5.0,6,1,0,64,0
1765,19592,Operations,region_28,Master's & above,m,other,1,32,3.0,6,1,0,63,0
1766,13396,Technology,region_14,Master's & above,m,other,1,33,3.0,3,0,0,78,0
1767,48061,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,34,3.0,6,0,0,48,0
1768,54173,Procurement,region_27,Master's & above,f,sourcing,1,38,5.0,8,1,0,68,0
1769,51368,Analytics,region_7,Bachelor's,m,sourcing,1,36,4.0,8,1,0,81,0
1770,56683,Sales & Marketing,region_1,Master's & above,m,other,1,44,3.0,5,1,0,47,0
1771,2479,Technology,region_29,Bachelor's,m,other,1,38,4.0,7,0,0,80,0
1772,64000,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,27,4.0,5,1,0,49,0
1773,21897,Sales & Marketing,region_16,Master's & above,f,sourcing,1,34,1.0,10,0,0,52,0
1774,3668,Sales & Marketing,region_7,,m,sourcing,1,25,5.0,2,0,0,69,0
1775,1641,R&D,region_22,Bachelor's,m,other,1,32,3.0,5,0,0,87,0
1776,64158,Operations,region_19,Master's & above,m,other,1,39,4.0,5,0,0,61,0
1777,24352,Procurement,region_22,Bachelor's,m,other,3,28,1.0,2,0,0,68,0
1778,37562,Analytics,region_34,Bachelor's,m,sourcing,1,33,4.0,3,0,0,83,0
1779,49241,Operations,region_16,Bachelor's,m,sourcing,2,50,5.0,20,1,0,59,0
1780,26996,Sales & Marketing,region_25,Bachelor's,m,other,1,34,3.0,6,0,0,54,0
1781,1819,Operations,region_26,Bachelor's,m,other,1,31,5.0,4,0,0,56,0
